ISIN,MarketValue,Currency
JP3968600001,143896,CHF
JP3970300004,4316393,CHF
JP3970600007,63242,CHF
JP3973400009,1771787,CHF
JP3974300000,60878,CHF
JP3974450003,211571,CHF
JP3975000005,100594,CHF
JP3975400007,90652,CHF
JP3975800008,66162,CHF
JP3976300008,476003,CHF
JP3976600001,36159,CHF
JP3977000003,114518,CHF
JP3977200009,126308,CHF
JP3977400005,622811,CHF
JP3979200007,535058,CHF
JP3981400009,193959,CHF
JP3982100004,1606752,CHF
JP3982200002,62160,CHF
JP3982400008,384578,CHF
JP3982800009,1080181,CHF
JP3983450002,52447,CHF
JP3983600002,103526,CHF
JP3984200000,55896,CHF
JP3990210001,86321,CHF
JP3992400006,177957,CHF
JP3993400005,92785,CHF
KR7000060004,566956,CHF
KR7000070003,82975,CHF
KR7000080002,645128,CHF
KR7000100008,1206216,CHF
KR7000120006,823121,CHF
KR7000210005,1606079,CHF
KR7000240002,273495,CHF
KR7000250001,329694,CHF
KR7000270009,14023566,CHF
KR7000370007,43592,CHF
KR7000400002,38081,CHF
KR7000640003,273375,CHF
KR7000660001,25592565,CHF
KR7000670000,73452,CHF
KR7000720003,1455115,CHF
KR7000810002,3856451,CHF
KR7000990002,698130,CHF
KR7001040005,624049,CHF
KR7001060003,252614,CHF
KR7001120005,326268,CHF
KR7001230002,231020,CHF
KR7001430008,55190,CHF
KR7001450006,724182,CHF
KR7001520006,59872,CHF
KR7001630003,74001,CHF
KR7001680008,361138,CHF
KR7001720002,58671,CHF
KR7001740000,597567,CHF
KR7001800002,355583,CHF
KR7001820000,258249,CHF
KR7002020006,30802,CHF
KR7002210003,169243,CHF
KR7002240000,36291,CHF
KR7002270007,180520,CHF
KR7002320000,69307,CHF
KR7002350007,94798,CHF
KR7002380004,650692,CHF
KR7002390003,53124,CHF
KR7002790004,519365,CHF
KR7002960003,64641,CHF
KR7002990000,60935,CHF
KR7003000007,367988,CHF
KR7003090008,204587,CHF
KR7003220001,62087,CHF
KR7003230000,109303,CHF
KR7003240009,335508,CHF
KR7003380003,196430,CHF
KR7003470002,81113,CHF
KR7003490000,341237,CHF
KR7003520004,386925,CHF
KR7003530003,61303,CHF
KR7003540002,342916,CHF
KR7003541000,92823,CHF
KR7003550001,3430555,CHF
KR7003620002,24469,CHF
KR7003670007,267643,CHF
KR7003690005,674122,CHF
KR7003850005,318698,CHF
KR7003920006,43794,CHF
KR7004000006,536508,CHF
KR7004020004,2552925,CHF
KR7004170007,1006934,CHF
KR7004370003,536482,CHF
KR7004430005,193658,CHF
KR7004490009,264950,CHF
KR7004690004,209508,CHF
KR7004800009,574979,CHF
KR7004990008,577867,CHF
KR7005180005,263811,CHF
KR7005250006,375582,CHF
KR7005290002,407260,CHF
KR7005300009,364815,CHF
KR7005380001,17296535,CHF
KR7005381009,2581745,CHF
KR7005382007,3860605,CHF
KR7005440003,367621,CHF
KR7005490008,16200451,CHF
KR7005500004,66812,CHF
KR7005610001,54032,CHF
KR7005690003,289695,CHF
KR7005720008,40143,CHF
KR7005830005,2150818,CHF
KR7005850003,76202,CHF
KR7005880000,81311,CHF
KR7005930003,109900047,CHF
KR7005931001,16050814,CHF
KR7005940002,393299,CHF
KR7006040000,236427,CHF
KR7006060008,387875,CHF
KR7006120000,243622,CHF
KR7006260004,590332,CHF
KR7006280002,632628,CHF
KR7006360002,1072719,CHF
KR7006400006,3233161,CHF
KR7006490007,86287,CHF
KR7006650006,354001,CHF
KR7006730006,73840,CHF
KR7006800007,1443243,CHF
KR7006840003,46674,CHF
KR7007070006,1077935,CHF
KR7007310006,154012,CHF
KR7007340003,30204,CHF
KR7007390008,216211,CHF
KR7007460009,82607,CHF
KR7007570005,265106,CHF
KR7007700008,461881,CHF
KR7008060006,462128,CHF
KR7008350001,58150,CHF
KR7008490005,62454,CHF
KR7008560005,292807,CHF
KR7008730004,35661,CHF
KR7008770000,599657,CHF
KR7009150004,1543021,CHF
KR7009240003,425258,CHF
KR7009290008,62588,CHF
KR7009410002,290353,CHF
KR7009420001,666486,CHF
KR7009450008,77416,CHF
KR7009540006,1044732,CHF
KR7009580002,24750,CHF
KR7009830001,1790789,CHF
KR7009970005,83102,CHF
KR7010050003,48072,CHF
KR7010060002,698259,CHF
KR7010120004,555168,CHF
KR7010130003,803560,CHF
KR7010140002,706712,CHF
KR7010170009,53053,CHF
KR7010620003,711853,CHF
KR7010780005,328714,CHF
KR7010950004,1407418,CHF
KR7011070000,786721,CHF
KR7011170008,3035752,CHF
KR7011200003,591455,CHF
KR7011210002,606478,CHF
KR7011690005,151432,CHF
KR7011780004,796124,CHF
KR7011790003,758179,CHF
KR7012330007,15672993,CHF
KR7012450003,882936,CHF
KR7012510004,1089000,CHF
KR7012630000,281920,CHF
KR7012750006,2676015,CHF
KR7013030002,50209,CHF
KR7013120001,49704,CHF
KR7014680003,689123,CHF
KR7014820005,29960,CHF
KR7014830004,68466,CHF
KR7015750003,52464,CHF
KR7015760002,6947323,CHF
KR7016360000,1060633,CHF
KR7016580003,54931,CHF
KR7017670001,7746348,CHF
KR7017800004,762582,CHF
KR7017810003,46347,CHF
KR7017940008,57269,CHF
KR7018250001,51414,CHF
KR7018260000,1416754,CHF
KR7018670000,320762,CHF
KR7018880005,441762,CHF
KR7019210004,39659,CHF
KR7019680008,46527,CHF
KR7020000006,339158,CHF
KR7020150009,636785,CHF
KR7020560009,410649,CHF
KR7021240007,1832457,CHF
KR7022100002,78855,CHF
KR7023410004,60971,CHF
KR7023530009,2083476,CHF
KR7023590003,314199,CHF
KR7024110009,2278231,CHF
KR7024720005,56174,CHF
KR7025540006,64684,CHF
KR7025770009,26675,CHF
KR7025860008,53097,CHF
KR7025980004,270649,CHF
KR7026960005,336112,CHF
KR7027410000,50544,CHF
KR7028050003,715204,CHF
KR7028150001,353007,CHF
KR7028260008,2012375,CHF
KR7028300002,846947,CHF
KR7028670008,284593,CHF
KR7029530003,55215,CHF
KR7029780004,432269,CHF
KR7029960002,49224,CHF
KR7030000004,581672,CHF
KR7030190003,333025,CHF
KR7030520001,236743,CHF
KR7030530000,56047,CHF
KR7030610000,42840,CHF
KR7031390008,76229,CHF
KR7031430002,406744,CHF
KR7031440001,36202,CHF
KR7032190001,31914,CHF
KR7032350001,56003,CHF
KR7032500001,244194,CHF
KR7032640005,1434307,CHF
KR7032830002,1848015,CHF
KR7033180001,279806,CHF
KR7033270000,48047,CHF
KR7033290008,36341,CHF
KR7033640004,123689,CHF
KR7033780008,12635080,CHF
KR7033920000,35467,CHF
KR7034020008,458961,CHF
KR7034220004,1768419,CHF
KR7034230003,619201,CHF
KR7034310003,132042,CHF
KR7034730002,3820150,CHF
KR7034830000,237870,CHF
KR7035250000,2585249,CHF
KR7035420009,7275113,CHF
KR7035600006,83986,CHF
KR7035720002,1972078,CHF
KR7035760008,375530,CHF
KR7035810001,171675,CHF
KR7035900000,405692,CHF
KR7036420008,48968,CHF
KR7036460004,748571,CHF
KR7036490001,645853,CHF
KR7036540003,90098,CHF
KR7036570000,3619508,CHF
KR7036630002,33306,CHF
KR7036830008,552283,CHF
KR7036930006,239531,CHF
KR7037560000,40355,CHF
KR7038500005,38584,CHF
KR7038540001,228749,CHF
KR7039030002,641296,CHF
KR7039130000,369949,CHF
KR7039200001,371192,CHF
KR7039490008,708761,CHF
KR7039840004,335614,CHF
KR7041510009,549070,CHF
KR7041830001,71569,CHF
KR7041960006,407297,CHF
KR7042000000,238069,CHF
KR7042660001,192694,CHF
KR7042670000,509764,CHF
KR7042700005,60202,CHF
KR7043150002,64036,CHF
KR7044340008,60989,CHF
KR7045390002,94814,CHF
KR7046890000,430563,CHF
KR7047040001,400117,CHF
KR7047050000,357384,CHF
KR7047810007,597376,CHF
KR7048260004,339321,CHF
KR7048410005,279212,CHF
KR7048530000,238954,CHF
KR7049770001,204758,CHF
KR7049950009,36919,CHF
KR7051500007,45365,CHF
KR7051600005,560902,CHF
KR7051900009,2630234,CHF
KR7051901007,684330,CHF
KR7051910008,3202788,CHF
KR7051911006,710978,CHF
KR7052020005,73039,CHF
KR7052690005,86546,CHF
KR7053030003,166064,CHF
KR7053210001,173298,CHF
KR7053800009,113477,CHF
KR7055550008,10706497,CHF
KR7056190002,548534,CHF
KR7057050007,270906,CHF
KR7058470006,471758,CHF
KR7058820002,277833,CHF
KR7060250008,89971,CHF
KR7060980000,113189,CHF
KR7064350002,484492,CHF
KR7064760002,236231,CHF
KR7064960008,94288,CHF
KR7065660003,68360,CHF
KR7066570003,6221952,CHF
KR7066700006,67363,CHF
KR7066970005,258475,CHF
KR7067080002,50836,CHF
KR7067160002,354006,CHF
KR7067630004,695302,CHF
KR7068270008,3683061,CHF
KR7068760008,396751,CHF
KR7069080000,82862,CHF
KR7069260008,281003,CHF
KR7069620003,471709,CHF
KR7069960003,1210823,CHF
KR7071050009,1301474,CHF
KR7071320006,40121,CHF
KR7071840003,185646,CHF
KR7072710007,38256,CHF
KR7073240004,324908,CHF
KR7078070000,44274,CHF
KR7078130002,319608,CHF
KR7078160009,373783,CHF
KR7078340007,678082,CHF
KR7078930005,1119842,CHF
KR7079160008,330384,CHF
KR7079430005,52305,CHF
KR7079440004,199248,CHF
KR7080160005,84824,CHF
KR7081000002,46082,CHF
KR7081660003,704612,CHF
KR7082270000,723970,CHF
KR7082640004,51922,CHF
KR7083790006,320538,CHF
KR7084110006,53332,CHF
KR7084990001,377942,CHF
KR7085620003,259056,CHF
KR7085660009,414268,CHF
KR7086280005,994206,CHF
KR7086450004,335063,CHF
KR7086520004,282954,CHF
KR7086790003,7411961,CHF
KR7086900008,254225,CHF
KR7088350004,442971,CHF
KR7089590004,64697,CHF
KR7089600001,34293,CHF
KR7090430000,1423323,CHF
KR7090431008,352435,CHF
KR7090460007,328612,CHF
KR7091700005,301857,CHF
KR7091990002,597117,CHF
KR7092040005,246925,CHF
KR7093050003,297054,CHF
KR7093370005,339723,CHF
KR7095610002,101361,CHF
KR7095700001,545584,CHF
KR7096530001,486756,CHF
KR7096760004,68251,CHF
KR7096770003,2205447,CHF
KR7097520001,139241,CHF
KR7097950000,2067787,CHF
KR7098460009,856281,CHF
KR7100120005,77731,CHF
KR7104830005,62314,CHF
KR7105560007,11108245,CHF
KR7105630008,241817,CHF
KR7108230004,58773,CHF
KR7108320003,416047,CHF
KR7108670001,235931,CHF
KR7111770004,533317,CHF
KR7112040001,197750,CHF
KR7112610001,57752,CHF
KR7114090004,420792,CHF
KR7115390007,193082,CHF
KR7115450009,435462,CHF
KR7120110002,591960,CHF
KR7122870009,82628,CHF
KR7122990005,79050,CHF
KR7123890006,55170,CHF
KR7126560002,158138,CHF
KR7128940004,471223,CHF
KR7138040001,393183,CHF
KR7138250006,46979,CHF
KR7138930003,1468324,CHF
KR7139130009,795957,CHF
KR7139480008,3182141,CHF
KR7140410002,846255,CHF
KR7141080002,301967,CHF
KR7144510005,55791,CHF
KR7145020004,715312,CHF
KR7145720009,269124,CHF
KR7145990008,45293,CHF
KR7161390000,2228252,CHF
KR7161890009,497763,CHF
KR7170900005,420898,CHF
KR7175330000,499739,CHF
KR7178320008,107290,CHF
KR7178920005,468885,CHF
KR7180640005,935551,CHF
KR7181710005,446807,CHF
KR7182400002,163251,CHF
KR7183190008,36656,CHF
KR7183490002,294687,CHF
KR7185750007,404326,CHF
KR7191420009,32360,CHF
KR7192080000,304798,CHF
KR7192400000,48533,CHF
KR7192820009,474818,CHF
KR7196170005,412856,CHF
KR7200130003,61600,CHF
KR7200230001,215859,CHF
KR7204320006,809432,CHF
KR7207940008,1714962,CHF
KR7208340000,58092,CHF
KR7210980009,62306,CHF
KR7213420003,98351,CHF
KR7213500002,252907,CHF
KR7214320004,445853,CHF
KR7214370009,242648,CHF
KR7214450009,45445,CHF
KR7215200007,104250,CHF
KR7215600008,585863,CHF
KR7218410009,307668,CHF
KR7230360000,69132,CHF
KR7237690003,56319,CHF
KR7240810002,853407,CHF
KR7241560002,347369,CHF
KR7241590009,89246,CHF
KR7243070000,234404,CHF
KR7247540008,276839,CHF
KR7249420001,49931,CHF
KR7251270005,532776,CHF
KR7263050007,59960,CHF
KR7263750002,479497,CHF
KR7265520007,110486,CHF
KR7267250009,1740027,CHF
KR7267260008,62941,CHF
KR7267270007,213788,CHF
KR7267980001,87091,CHF
KR7271560005,526507,CHF
KR7271980005,47590,CHF
KR7272290008,103125,CHF
KR7272450008,49734,CHF
KR7278280003,62051,CHF
KR7280360009,72982,CHF
KR7282330000,655008,CHF
KR7284740008,90470,CHF
KR7285130001,344585,CHF
KR7286940002,47010,CHF
KR7294870001,386002,CHF
KR7298000001,69089,CHF
KR7298020009,335715,CHF
KR7298040007,42310,CHF
KR7298050006,85510,CHF
KR7298380007,395379,CHF
KR7300720000,52791,CHF
KR7307950006,74360,CHF
KR7316140003,3428069,CHF
KYG011981035,518528,CHF
KYG014081064,513444,CHF
KYG017191142,95277,CHF
KYG0192S1093,65752,CHF
KYG020141019,257514,CHF
KYG037AX1015,139864,CHF
KYG039991024,73222,CHF
KYG040111059,4394877,CHF
KYG0404F1019,54620,CHF
KYG0520K1094,35803,CHF
KYG0535Q1331,1126480,CHF
KYG0539C1069,493290,CHF
KYG063181021,432264,CHF
KYG1069R1092,40543,CHF
KYG114741062,651301,CHF
KYG126521064,346428,CHF
KYG1644A1004,44889,CHF
KYG1674K1013,2157660,CHF
KYG1809X1016,48439,CHF
KYG183221004,299759,CHF
KYG190211071,463473,CHF
KYG193031096,95886,CHF
KYG1991F1081,46468,CHF
KYG1992S1093,220788,CHF
KYG202881093,1343861,CHF
KYG204791043,176296,CHF
KYG207681001,334584,CHF
KYG2108Y1052,3468939,CHF
KYG210961051,3722937,CHF
KYG210AW1064,64287,CHF
KYG211081248,1528263,CHF
KYG2110A1114,895697,CHF
KYG2110P1000,224707,CHF
KYG211231074,47447,CHF
KYG211241057,271475,CHF
KYG2112D1051,263220,CHF
KYG2112Y1098,290391,CHF
KYG2113L1068,1849258,CHF
KYG211411098,294032,CHF
KYG2114R1103,70264,CHF
KYG211501005,931943,CHF
KYG211511160,473455,CHF
KYG211641017,299837,CHF
KYG2116J1085,2277520,CHF
KYG211751071,46207,CHF
KYG2117A1067,530841,CHF
KYG2117J1316,56251,CHF
KYG2118M1096,669859,CHF
KYG2118N1079,325917,CHF
KYG211901064,890343,CHF
KYG211921021,436922,CHF
KYG2119W1069,1238875,CHF
KYG2119Z1090,797058,CHF
KYG212091048,313677,CHF
KYG2120F1000,1719623,CHF
KYG2120K1094,586831,CHF
KYG2120T1004,227160,CHF
KYG2121J1013,645683,CHF
KYG2121R1039,289195,CHF
KYG2133W1087,392654,CHF
KYG2140A1076,592951,CHF
KYG215791008,283982,CHF
KYG2157Q1029,302935,CHF
KYG215A81084,301443,CHF
KYG215AT1023,589652,CHF
KYG2161T1004,55207,CHF
KYG216231061,44631,CHF
KYG216301013,59139,CHF
KYG2163K1076,60250,CHF
KYG2163M1033,174934,CHF
KYG216771363,950177,CHF
KYG217651051,16446828,CHF
KYG2177B1014,12546029,CHF
KYG2198S1093,302816,CHF
KYG225371072,32635,CHF
KYG226921008,298000,CHF
KYG229151058,72678,CHF
KYG229721140,108413,CHF
KYG2346M1033,280665,CHF
KYG244421080,34450,CHF
KYG245241032,6008736,CHF
KYG2453A1085,1034149,CHF
KYG2524A1031,202404,CHF
KYG258851156,32451,CHF
KYG2588M1006,89605,CHF
KYG261681079,59683,CHF
KYG2687M1006,50116,CHF
KYG2701R1011,121874,CHF
KYG2743Y1061,968064,CHF
KYG2751H1020,246212,CHF
KYG2816P1072,501984,CHF
KYG2953R1149,1571869,CHF
KYG2R51A1053,136979,CHF
KYG2R55E1030,221319,CHF
KYG3040R1589,247639,CHF
KYG3066L1014,3514375,CHF
KYG312371035,68900,CHF
KYG316221061,404809,CHF
KYG3165D1097,78469,CHF
KYG3307Z1090,384008,CHF
KYG3311L1041,107311,CHF
KYG3313W1087,110240,CHF
KYG3323L1005,204751,CHF
KYG3402M1024,118918,CHF
KYG3472Y1017,328968,CHF
KYG367381053,286090,CHF
KYG368441195,518349,CHF
KYG368891068,155830,CHF
KYG3690U1058,70694,CHF
KYG3701A1067,483044,CHF
KYG371091086,617637,CHF
KYG3774X1088,377751,CHF
KYG3777B1032,2484026,CHF
KYG3808R1011,649745,CHF
KYG3825B1059,554330,CHF
KYG390101064,273930,CHF
KYG394071040,212297,CHF
KYG398141013,65145,CHF
KYG3997H1048,412653,CHF
KYG4002A1004,270994,CHF
KYG4095J1094,33795,CHF
KYG410121084,298245,CHF
KYG4134L1077,49349,CHF
KYG4231A1031,150595,CHF
KYG4232C1087,430090,CHF
KYG4290A1013,373431,CHF
KYG4364T1013,55070,CHF
KYG4387E1070,496988,CHF
KYG4402L1510,2786563,CHF
KYG4412G1010,588971,CHF
KYG451581055,642736,CHF
KYG4584R1092,60269,CHF
KYG4587S1049,333948,CHF
KYG4600E1089,91605,CHF
KYG461091079,9515,CHF
KYG4644R1074,49760,CHF
KYG4672G1064,139313,CHF
KYG476341030,301158,CHF
KYG4818G1010,659917,CHF
KYG4820C1309,73175,CHF
KYG4977H1065,54111,CHF
KYG5138B1023,70118,CHF
KYG5138W1069,56112,CHF
KYG5139G1001,360854,CHF
KYG521321003,259358,CHF
KYG5216Q1047,236333,CHF
KYG525621408,1166474,CHF
KYG525681477,613792,CHF
KYG5257K1076,687301,CHF
KYG5264Y1089,552292,CHF
KYG532241042,510276,CHF
KYG5427W1309,761104,CHF
KYG5438W1116,56304,CHF
KYG5471S1003,165054,CHF
KYG548561284,266651,CHF
KYG548721177,342573,CHF
KYG548741050,39819,CHF
KYG549581067,431320,CHF
KYG5496K1242,1445143,CHF
KYG550441045,170943,CHF
KYG555551095,542936,CHF
KYG5635P1090,6677213,CHF
KYG5636C1078,484781,CHF
KYG5727E1035,120664,CHF
KYG573611004,161608,CHF
KYG5960M1197,89573,CHF
KYG596691041,3851103,CHF
KYG5966D1051,348729,CHF
KYG608371046,477188,CHF
KYG6145R1065,56253,CHF
KYG6145U1094,1408098,CHF
KYG622681008,48170,CHF
KYG6329A1013,81009,CHF
KYG6427W1042,393882,CHF
KYG6501M1050,236021,CHF
KYG675291002,76042,CHF
KYG676931044,98428,CHF
KYG6771C1006,11319,CHF
KYG6771K1022,510224,CHF
KYG684631016,54586,CHF
KYG686121032,362364,CHF
KYG6868L1041,23071,CHF
KYG6892A1085,1052920,CHF
KYG7060F1019,303166,CHF
KYG706451096,30065,CHF
KYG711391022,541195,CHF
KYG7255W1096,53999,CHF
KYG7306T1058,498591,CHF
KYG733101318,374027,CHF
KYG7459A1013,70861,CHF
KYG748071019,99244,CHF
KYG763681023,635026,CHF
KYG7800X1079,3450397,CHF
KYG7814S1021,107615,CHF
KYG781631059,439422,CHF
KYG7853U1094,65037,CHF
KYG7T16G1039,53992,CHF
KYG8020E1199,1181020,CHF
KYG8087W1015,5915489,CHF
KYG810431042,1112823,CHF
KYG810871015,60847,CHF
KYG811511131,316861,CHF
KYG8116R1074,98826,CHF
KYG811801045,68030,CHF
KYG814771047,656707,CHF
KYG8167W1380,2501325,CHF
KYG818751094,39520,CHF
KYG8187G1055,865410,CHF
KYG8190F1028,1657149,CHF
KYG826001003,226351,CHF
KYG837851081,47300,CHF
KYG8406X1034,341909,CHF
KYG843961031,90087,CHF
KYG8569A1067,8915487,CHF
KYG857001054,246914,CHF
KYG8572D1135,185746,CHF
KYG8586D1097,3093164,CHF
KYG8655K1094,423020,CHF
KYG866171005,58249,CHF
KYG8676P1037,37891,CHF
KYG8701T1388,341598,CHF
KYG875721634,69976263,CHF
KYG876551170,363488,CHF
KYG8807B1068,75011,CHF
KYG8813K1085,251300,CHF
KYG884931042,56472,CHF
KYG886801060,72849,CHF
KYG8875G1029,424888,CHF
KYG887641085,45809,CHF
KYG8878S1030,866119,CHF
KYG888311134,120363,CHF
KYG888461038,81290,CHF
KYG889391069,110508,CHF
KYG8917X1218,400225,CHF
KYG8972T1067,148985,CHF
KYG898431096,467878,CHF
KYG910191363,96042,CHF
KYG910801045,27860,CHF
KYG9222R1065,778712,CHF
KYG931751005,396099,CHF
KYG9361V1086,440566,CHF
KYG939541085,84872,CHF
KYG9400C1116,173989,CHF
KYG9431R1039,2018485,CHF
KYG9463P1081,207393,CHF
KYG9544W1069,89659,CHF
KYG9593A1040,3580862,CHF
KYG960071028,6304959,CHF
KYG970081090,1850235,CHF
KYG9721M1033,113592,CHF
KYG972281037,191935,CHF
KYG9722R1011,256316,CHF
KYG972301090,36309,CHF
KYG981491007,1029750,CHF
KYG982771092,442222,CHF
KYG9827V1068,224646,CHF
KYG9828G1082,1297940,CHF
KYG9829N1025,621281,CHF
KYG9830F1063,290438,CHF
KYG9830T1067,2770804,CHF
KYG984191075,687221,CHF
KYG9841A1040,41698,CHF
KYG9884T1013,478238,CHF
KYG989221000,993575,CHF
KYG9894K1085,644227,CHF
KYG989761062,151326,CHF
KYG9897E1098,251241,CHF
KYG9T43R1023,323792,CHF
LI0315487269,422065,CHF
LI0355147575,590803,CHF
LR0008862868,3866509,CHF
LU0011857645,255754,CHF
LU0075646355,660012,CHF
LU0088087324,463417,CHF
LU0156801721,468971,CHF
LU0307018795,133178,CHF
LU0383812293,1513164,CHF
LU0445408270,16154,CHF
LU0569974404,390252,CHF
LU0584671464,683137,CHF
LU0775917882,486728,CHF
LU0974299876,917567,CHF
LU1057788488,235111,CHF
LU1066226637,355269,CHF
LU1072616219,1092981,CHF
LU1250154413,172087,CHF
LU1598757687,3325590,CHF
LU1642887738,844107,CHF
LU1673108939,2135648,CHF
LU1704650164,95414,CHF
LU1756447840,56956,CHF
MHY756381098,964030,CHF
MT0000780107,33810,CHF
MU0117U00026,597240,CHF
MX00CR000000,253129,CHF
MX00UN000002,69806,CHF
MX01AC100006,2611536,CHF
MX01AE010005,189272,CHF
MX01AG050009,51718,CHF
MX01AX040009,44158,CHF
MX01BM1B0000,761881,CHF
MX01CH170002,362690,CHF
MX01GA000004,1007288,CHF
MX01GC2M0006,716232,CHF
MX01GE0E0004,857022,CHF
MX01GI020004,76152,CHF
MX01HC000001,224933,CHF
MX01HE010008,373943,CHF
MX01IE060002,627031,CHF
MX01KO000002,2167509,CHF
MX01LA010006,539942,CHF
MX01LA050010,206419,CHF
MX01ME090003,322051,CHF
MX01NE000001,86303,CHF
MX01OM000018,1774583,CHF
MX01OR010004,590674,CHF
MX01PI000005,612839,CHF
MX01Q0000008,624982,CHF
MX01R0000006,1018688,CHF
MX01SI080038,769091,CHF
MX01TR0H0006,60451,CHF
MX01VE0M0003,756671,CHF
MX01VO000009,473073,CHF
MX01WA000038,6113066,CHF
MX41BB000000,932664,CHF
MXCFDA020005,431938,CHF
MXCFFI0T0005,133746,CHF
MXCFFI0U0002,805568,CHF
MXCFFI170008,634174,CHF
MXCFFU000001,1244823,CHF
MXCFTE0B0005,962356,CHF
MXFHFH020001,143106,CHF
MXP000511016,645389,CHF
MXP001161019,49321,CHF
MXP001391012,395038,CHF
MXP001661018,929706,CHF
MXP001691213,6645807,CHF
MXP225611567,3086703,CHF
MXP320321310,4856159,CHF
MXP369181377,434254,CHF
MXP370641013,729442,CHF
MXP370711014,3623380,CHF
MXP370841019,2399955,CHF
MXP461181085,370231,CHF
MXP4948K1056,866084,CHF
MXP495211262,670732,CHF
MXP4987V1378,1384433,CHF
MXP554091415,310937,CHF
MXP606941179,762489,CHF
MYL1015OO006,799180,CHF
MYL1023OO000,1506037,CHF
MYL1066OO009,575398,CHF
MYL1082OO006,279149,CHF
MYL1155OO000,6262687,CHF
MYL1171OO007,233171,CHF
MYL1295OO004,9216084,CHF
MYL1562OO007,428759,CHF
MYL1619OO005,347011,CHF
MYL1651OO008,267170,CHF
MYL1818OO003,736129,CHF
MYL1961OO001,589974,CHF
MYL2194OO008,58995,CHF
MYL2291OO002,190601,CHF
MYL2445OO004,2509827,CHF
MYL2488OO004,201226,CHF
MYL2836OO004,892956,CHF
MYL2852OO001,237630,CHF
MYL3034OO005,2877859,CHF
MYL3042OO008,27333,CHF
MYL3182OO002,2749586,CHF
MYL3336OO004,382198,CHF
MYL3395OO000,61763,CHF
MYL3689OO006,1240458,CHF
MYL3816OO005,639267,CHF
MYL3859OO005,292945,CHF
MYL3867OO008,77996,CHF
MYL4065OO008,5163187,CHF
MYL4162OO003,160289,CHF
MYL4197OO009,398572,CHF
MYL4324OO009,36264,CHF
MYL4588OO009,119473,CHF
MYL4634OO001,50592,CHF
MYL4677OO000,122310,CHF
MYL4707OO005,1565979,CHF
MYL4715OO008,574166,CHF
MYL4731OO005,466214,CHF
MYL4863OO006,298785,CHF
MYL5014OO005,449790,CHF
MYL5031OO009,616821,CHF
MYL5099OO006,361434,CHF
MYL5109TO002,254376,CHF
MYL5139OO000,319340,CHF
MYL5148OO001,75320,CHF
MYL5168OO009,533445,CHF
MYL5176TO001,590826,CHF
MYL5183OO008,1737815,CHF
MYL5199OO004,79665,CHF
MYL5210OO009,123598,CHF
MYL5211OO007,671458,CHF
MYL5212TO004,364254,CHF
MYL5218OO002,338763,CHF
MYL5222OO004,496244,CHF
MYL5225OO007,1455421,CHF
MYL5227TO002,804018,CHF
MYL5236OO004,68457,CHF
MYL5243OO000,97245,CHF
MYL5246OO003,185674,CHF
MYL5248OO009,367234,CHF
MYL5263OO008,58961,CHF
MYL5264OO006,74330,CHF
MYL5279OO004,591473,CHF
MYL5283OO006,37308,CHF
MYL5285OO001,669736,CHF
MYL5288OO005,180890,CHF
MYL5347OO009,4866405,CHF
MYL5398OO002,345112,CHF
MYL5681OO001,1812807,CHF
MYL5703OO003,57654,CHF
MYL5819OO007,1727643,CHF
MYL5878OO003,477355,CHF
MYL6012OO008,1633960,CHF
MYL6033OO004,1053653,CHF
MYL6139OO009,112133,CHF
MYL6599OO004,71803,CHF
MYL6633OO001,77538,CHF
MYL6888OO001,713196,CHF
MYL6947OO005,2090211,CHF
MYL6963OO002,349466,CHF
MYL7022OO006,91232,CHF
MYL7052OO003,305500,CHF
MYL7084OO006,331363,CHF
MYL7106OO007,104646,CHF
MYL7113OO003,466307,CHF
MYL7153OO009,501068,CHF
MYL7155OO004,89568,CHF
MYL7160OO004,124135,CHF
MYL7161OO002,42548,CHF
MYL7277OO006,732465,CHF
MYL7293OO003,790634,CHF
MYL8176OO009,64753,CHF
MYL8206OO004,176753,CHF
MYL8583OO006,245520,CHF
MYL8664OO004,214460,CHF
MYL8869OO009,388693,CHF
MYL8877OO002,85447,CHF
MYL9679OO001,56362,CHF
MYQ0097OO004,134431,CHF
MYQ0128OO007,107718,CHF
MYQ0138OO006,428548,CHF
MYQ0166OO007,852536,CHF
NL0000008977,1543766,CHF
NL0000009082,1856427,CHF
NL0000009165,4261972,CHF
NL0000009538,4312991,CHF
NL0000009827,2316861,CHF
NL0000200384,247027,CHF
NL0000226223,4836646,CHF
NL0000235190,8285037,CHF
NL0000288876,231661,CHF
NL0000288918,49628,CHF
NL0000289213,125052,CHF
NL0000303709,1790939,CHF
NL0000334118,1011530,CHF
NL0000337319,227835,CHF
NL0000352565,191147,CHF
NL0000360618,763530,CHF
NL0000379121,1769031,CHF
NL0000388619,9835250,CHF
NL0000395903,3601950,CHF
NL0000687663,5523097,CHF
NL0000852523,522873,CHF
NL0000852531,32883,CHF
NL0000852564,1023271,CHF
NL0000852580,538187,CHF
NL0000888691,125182,CHF
NL0006237562,431056,CHF
NL0006294274,850018,CHF
NL0009432491,989362,CHF
NL0009434992,4133048,CHF
NL0009538784,11433485,CHF
NL0009693779,1195692,CHF
NL0009739416,180166,CHF
NL0009767532,205394,CHF
NL0010273215,12207487,CHF
NL0010391025,107057,CHF
NL0010545661,1091421,CHF
NL0010558797,397506,CHF
NL0010583399,317363,CHF
