Peer.Group,Investor.Name,Portfolio.Name,ISIN,MarketValue,Currency
bank,D,y,US26442CAH79,92274.82523,USD
bank,A,z,CA11066ZTU44,8044.82369,BHD
bank,B,x,US31389QYE24,97379.83935,ARS
bank,C,y,US531286KZ48,45279.44027,OMR
bank,D,z,IT0005094088,50968.36922,BDT
bank,A,x,JP358680AH99,16013.33947,CHF
bank,B,y,US922680JS35,84233.80644,NOK
bank,C,z,JP3046420000,30594.86204,CAD
bank,D,x,US36248GAE08,87164.50794,BDT
bank,A,y,US362762LJ32,75025.04954,TWD
bank,B,z,US36223H3X34,80391.88,IDR
bank,C,x,US915183UA36,70525.40514,CLP
bank,D,y,IL0011407140,2923.183202,GHS
bank,A,z,CH0255678333,80923.28905,MYR
bank,B,x,US31294EBP34,72618.72716,KWD
bank,C,y,GB00BP0RTP38,74016.30835,PKR
bank,D,z,XS1806359714,77858.19068,KRW
bank,A,x,US36202FKM76,30861.96134,INR
bank,B,y,FR0013368149,24326.12985,BGN
bank,C,z,US3140F85Q65,80997.55052,CLP
bank,D,x,US31374F5F26,14684.83019,EUR
bank,A,y,US90268TAL89,97976.5989,ILS
bank,B,z,LU1446472380,13573.55813,EGP
bank,C,x,US312939CM15,24576.02463,IDR
bank,D,y,LU1692112649,27224.06461,PKR
bank,A,z,US45818WBV72,86343.13989,USD
bank,B,x,US53079EBJ29,81261.65356,MAD
bank,C,y,CA4838092084,42088.6749,PEN
bank,D,z,US68383NEB55,92191.80622,TRY
bank,A,x,US3137BN6J80,5164.66509,NOK
bank,B,y,FR0007074109,76778.65098,CZK
bank,C,z,US549271AA22,24248.4827,PKR
bank,D,x,US3138M7WX94,5161.916603,RON
bank,A,y,US69912T1088,17421.07956,EUR
bank,B,z,US76222FBT49,28122.45295,RUB
bank,C,x,US231266MB03,24799.00495,UYU
bank,D,y,ES0000012932,75256.33425,OMR
bank,A,z,US3138LJZJ29,61530.02723,USD
bank,B,x,DE000A2SBDE0,99704.92567,RUB
bank,C,y,US12592GBE26,10389.60193,AED
bank,D,z,US373385AT03,91024.67604,GBP
bank,A,x,US14166EAC49,46194.74622,DOP
bank,B,y,US83710DX943,71336.50343,OMR
bank,C,z,US825485VC62,62815.08976,SEK
bank,D,x,AU0000043945,68428.86366,RON
bank,A,y,US625482HE73,37398.71968,BWP
bank,B,z,XS2004438458,89522.26704,ZMW
bank,C,x,XS1904731129,32475.97151,SAR
bank,D,y,US4511001012,53389.6498,DKK
bank,A,z,CA975014AE11,80519.16,HUF
bank,B,x,US31397NGH26,10601.05876,KRW
bank,C,y,US3128MDBB89,51704.40573,ZMW
bank,D,z,ID1000094402,25970.95703,PEN
bank,A,x,US31401N3P21,89382.0948,MYR
bank,B,y,US108152CM90,43838.35603,BWP
bank,C,z,US625914HL31,50529.88404,GHS
bank,D,x,US3132ADWF13,26050.69309,KRW
bank,A,y,US31359L2X26,41606.31603,CAD
bank,B,z,US17323HAD89,10028.8147,MXN
bank,C,x,US93265PCK30,63239.51846,EUR
bank,D,y,US3132J6PP36,62336.30284,OMR
bank,A,z,XS1426934706,74403.36976,KRW
bank,B,x,LU1587984920,87463.21141,THB
bank,C,y,AT0000A1G8A0,43016.7673,INR
bank,D,z,US38376PMQ09,17199.63089,BRL
bank,A,x,US4550577R42,9676.382046,JOD
bank,B,y,US31390JGH86,22890.5267,CZK
bank,C,z,US575579XX06,21259.97746,LKR
bank,D,x,XS1414134814,26899.73825,KES
bank,A,y,US36206VKY29,5601.24213,PEN
bank,B,z,INE539V08010,36204.89122,KES
bank,C,x,JP3876800008,82172.25708,ZAR
bank,D,y,BMG2763D1074,26720.25761,THB
bank,A,z,BMG7496G1033,72270.73882,GHS
bank,B,x,FR0012843332,31980.7099,RON
bank,C,y,CA74814ZEW91,54522.96879,KRW
bank,D,z,CNE000000B34,86938.37284,BHD
bank,A,x,US06051GFC87,88122.62127,KWD
bank,B,y,INE001A07GO5,27983.27713,LKR
bank,C,z,US59333FPR54,47521.37855,HRK
bank,D,x,US75115BAA70,32431.0213,BHD
bank,A,y,LU0344733745,18485.61936,INR
bank,B,z,CH0370823277,74533.03332,MAD
bank,C,x,CNE1000006Y7,51151.2221,NZD
bank,D,y,US57604PA793,26693.19263,MUR
bank,A,z,US36209EAL65,83779.60922,UYU
bank,B,x,US36204JA304,72233.84609,MYR
bank,C,y,US9308636U44,27335.39611,NGN
bank,D,z,US86789MAC10,29167.47694,SEK
bank,A,x,US36201QZV84,53247.5305,KRW
bank,B,y,MX97MX020002,6980.770349,CLP
bank,C,z,CA11066ZUC27,25281.6725,BDT
bank,D,x,LU0738911758,51208.20113,ZAR
bank,A,y,US052409EB19,33958.56101,PKR
bank,B,z,XS1631551170,39610.18998,USD
bank,C,x,US13068LMY82,28446.88022,EUR
bank,D,y,US38378AYY18,34489.48446,INR
bank,A,z,US235177QH85,92299.04391,VND
bank,B,x,US644804FL52,20034.60861,CZK
bank,C,y,US779244EL22,69584.56621,SEK
bank,D,z,XS1744211290,70756.00087,SEK
bank,A,x,US36179SGN18,86856.83615,CLP
bank,B,y,US976834FU02,8018.946134,GHS
bank,C,z,XS1843433472,94178.17001,MUR
bank,D,x,SE0006342333,3667.563325,INR
bank,A,y,US20772GF782,45992.4241,SEK
bank,B,z,US76541VKX46,8587.802944,INR
bank,C,x,IE00BGCC5G60,75621.71169,AED
bank,D,y,US16941M1099,67738.4098,ZMW
bank,A,z,US31389GSH47,56643.95339,LKR
bank,B,x,LU0374938990,40993.14153,IDR
bank,C,y,US36252RBJ77,40203.43451,GBP
bank,D,z,LU0292109187,20332.82065,JPY
bank,A,x,XS0504219295,13696.55821,KES
bank,B,y,CS0008419750,44007.18675,HKD
bank,C,z,US917328PR10,44877.12562,SAR
bank,D,x,US00441YAD40,7351.322518,CHF
bank,A,y,LU0327757729,43906.3358,BWP
bank,B,z,XS2019989727,91583.37879,ZMW
bank,C,x,XS1959337236,65609.75416,DKK
bank,D,y,US146636EY74,67512.37121,GHS
bank,A,z,US36203GHP19,20115.42144,DOP
bank,B,x,US3136AEGQ49,79484.47525,EUR
bank,C,y,NZHGHE0007S9,37107.64313,AUD
bank,D,z,US57582RHF64,36845.82348,VND
bank,A,x,US31329KAQ76,70728.88131,ILS
bank,B,y,US401784ZR77,35510.63549,THB
bank,C,z,US1998203K52,23812.24654,TWD
bank,D,x,USH7220NAG54,52241.08179,COP
bank,A,y,US802437FB46,9712.726073,OMR
bank,B,z,XS0439818039,79712.01281,NOK
bank,C,x,JP3105110005,3606.620544,BRL
bank,D,y,US31396KN247,79238.20328,NGN
bank,A,z,BE0945490317,39364.73771,IDR
bank,B,x,US194469BP62,82454.17572,HRK
bank,C,y,DE000A186WC7,82081.94926,IDR
bank,D,z,US36295PNE87,97154.58541,HUF
bank,A,x,LU0560197401,22355.3759,BHD
bank,B,y,US702541HR74,12091.35883,VND
bank,C,z,GB0034365949,82623.81914,VND
bank,D,x,KW0EQ0502793,58978.5485,TRY
bank,A,y,CA3810831048,38429.55214,UYU
bank,B,z,INE726G01019,2005.427287,PHP
bank,C,x,VNBVBS163718,14462.50483,HRK
bank,D,y,IE00B53QG562,73071.52382,THB
bank,A,z,AT0000A0CJ44,33425.55475,ARS
bank,B,x,MYBVI1900346,17275.19076,SGD
bank,C,y,GB00BD050C73,62527.68572,TRY
bank,D,z,US361886BU73,50532.71324,INR
bank,A,x,LU0169274064,2594.32596,BHD
bank,B,y,LU1602130608,87358.60708,TWD
bank,C,z,US59333PT326,34721.21858,GBP
bank,D,x,JP311600CH69,86686.38949,GBP
bank,A,y,CL0002323831,85115.13304,MAD
bank,B,z,US812631KH12,86576.20715,MUR
bank,C,x,US31371JWB69,11253.88319,JPY
bank,D,y,US55608B1052,95551.54838,PKR
bank,A,z,US36201A3T31,36784.0846,SEK
bank,B,x,LU1349492527,24909.31491,DOP
bank,C,y,TW0006206006,18884.62974,KWD
bank,D,z,US36204QQ941,34423.4627,NOK
bank,A,x,US71884WCK53,99721.98714,INR
bank,B,y,LU0324335537,43211.67031,KES
bank,C,z,US31414ADY55,18788.67059,ZAR
bank,D,x,LU0565136552,63239.96317,RUB
bank,A,y,SG1U66934613,58301.58992,CLP
bank,B,z,US924258VR46,64915.56134,ILS
bank,C,x,US346623FC05,58528.72149,KRW
bank,D,y,US91412G5Q42,13476.82254,IDR
bank,A,z,US544495A796,48910.09183,KES
bank,B,x,US172967GT25,83283.95519,AED
bank,C,y,TW0006287006,7239.710186,KRW
bank,D,z,TH0623036702,77339.97535,KWD
bank,A,x,US5946537M37,97909.84727,INR
bank,B,y,FR0011559145,80613.25393,BGN
bank,C,z,US57582PYC84,69666.50186,NOK
bank,D,x,US442435U686,49471.65151,QAR
bank,A,y,US166764BN98,77754.25641,CNY
bank,B,z,DE000VS0PF09,57919.95516,UYU
bank,C,x,SG1S80928447,53388.07592,INR
bank,D,y,ECP2402C1062,38685.66393,PLN
bank,A,z,LU0141237338,69825.76901,NGN
bank,B,x,USP989MJBM20,44942.13473,JOD
bank,C,y,US3138LGT970,81206.67458,UYU
bank,D,z,AT0000811286,75840.152,DKK
bank,A,x,XS1097534751,360.0433142,SEK
bank,B,y,US1717981013,34081.7077,GBP
bank,C,z,US938718D831,33478.10205,UYU
bank,D,x,XS1513949658,60543.16157,GBP
bank,A,y,US492279AU80,19719.35523,ZMW
bank,B,z,US31412QEL95,39842.13227,EGP
bank,C,x,USU3002LAB81,3109.630209,COP
bank,D,y,US31411HTW06,95348.72168,MAD
bank,A,z,US34929MBP23,67777.35985,RON
bank,B,x,GB0007995243,2465.099118,CLP
bank,C,y,US944514TB46,85676.61909,ARS
bank,D,z,US02650U2015,54761.20153,PKR
bank,A,x,LU0173785626,68657.39663,TRY
bank,B,y,SE0011426303,92214.55333,KES
bank,C,z,SE0012193753,92455.41538,ZMW
bank,D,x,US758449NQ15,87169.20975,IDR
bank,A,y,US3137BLMY16,3850.497588,ILS
bank,B,z,LU0552028184,11575.05856,CHF
bank,C,x,XS1731837123,717.1441989,TRY
bank,D,y,DE000CZ45VF8,74877.74478,INR
bank,A,z,LU0033034892,30429.0655,EGP
bank,B,x,US31396ABF03,55943.19384,PEN
bank,C,y,US16532LHN91,25830.90006,EUR
bank,D,z,GB00B4LHJT99,98909.23106,DOP
bank,A,x,US1266734Y56,42710.76983,PEN
bank,B,y,GB00BJZ2V336,90041.2505,CZK
bank,C,z,IE00BFX1VK15,84382.89281,RSD
bank,D,x,US4423486B99,91212.98257,KES
bank,A,y,CH0467182413,88078.6094,VND
bank,B,z,US3138AVP822,88505.47922,MAD
bank,C,x,XS1699596844,44217.57444,CZK
bank,D,y,BE0002236066,5968.808782,RSD
bank,A,z,US347622CH36,64893.12478,COP
bank,B,x,JP351265FD13,83520.4009,SAR
bank,C,y,US31410LC916,48019.57984,CAD
bank,D,z,US26581PAB22,66920.35675,DKK
bank,A,x,US3138W1JV07,22863.63645,COP
bank,B,y,FI0008802772,25874.64461,NOK
bank,C,z,ID1000101405,47200.90863,AUD
bank,D,x,XS1261180159,20864.44108,COP
bank,A,y,US762010AB26,92033.12909,SAR
bank,B,z,US37046AAT25,52246.46347,BRL
bank,C,x,US606092HX56,54780.81039,KRW
bank,D,y,MYL3778OO007,4229.606747,CAD
bank,A,z,US31418CKV53,96608.79631,VND
bank,B,x,BMG5456B1063,27643.75747,OMR
bank,C,y,FR0011158849,66119.28322,PEN
bank,D,z,LU0049527079,75397.37634,NOK
bank,A,x,USG37306AA86,63003.50858,ZAR
bank,B,y,US31395PBA93,91360.3249,BWP
bank,C,z,CA44882ZUF84,117.0542218,PLN
bank,D,x,JP3154250009,46296.07614,PLN
bank,A,y,US92922F2K32,86511.96632,ZAR
bank,B,z,IL0011101057,29936.07389,PKR
bank,C,x,US45660LFK08,68946.13668,TWD
bank,D,y,KR7264900002,26653.4372,MUR
bank,A,z,XS2193974701,45850.37238,CLP
bank,B,x,US880461PT98,63361.99479,VND
bank,C,y,US50180JAG04,33535.80462,KRW
bank,D,z,US36294RM972,50968.7581,JPY
bank,A,x,TW0002609005,94459.43186,PLN
bank,B,y,FR0007016688,48990.12626,GBP
bank,C,z,FR0013296159,20110.61949,NOK
bank,D,x,US3136AR4Q88,56194.96683,GBP
bank,A,y,DK0009514713,81834.50253,CLP
bank,B,z,US3138WCFK40,80521.64787,GBP
bank,C,x,XS0228444153,13189.36957,AED
bank,D,y,XS1811053724,36954.37599,KRW
bank,A,z,XS0357806453,59724.28815,GHS
bank,B,x,US3138WJN388,68195.28295,AUD
bank,C,y,US31396CP462,82697.48503,CAD
bank,D,z,US05541T1016,43294.1921,KES
bank,A,x,GB00BZ0WWJ33,44239.76024,TRY
bank,B,y,US46432F3881,55408.56419,EGP
bank,C,z,US71656LBJ98,1530.470546,IDR
bank,D,x,CH0355199503,33493.08325,GBP
bank,A,y,SE0010833095,91683.23392,CAD
bank,B,z,US31411SQ588,70017.39868,ILS
bank,C,x,US126408HE65,78176.90043,PKR
bank,D,y,JP2010001J36,43256.72993,MXN
bank,A,z,BE6298765700,81009.31407,HKD
bank,B,x,US3138NY4J17,50649.90391,PLN
bank,C,y,US664848BH09,10183.44394,ZMW
bank,D,z,GRS090003005,60039.22198,EUR
bank,A,x,US32028TAC18,50501.17331,PKR
bank,B,y,US60242NDD03,90037.63009,UYU
bank,C,z,US12652CBC29,30624.00968,HRK
bank,D,x,US93362YAB83,8983.181665,PKR
bank,A,y,USN02175AC66,93106.93552,COP
bank,B,z,JP3912500000,77165.36473,UYU
bank,C,x,US052476B640,29423.09456,THB
bank,D,y,US9146416Q32,78335.30387,MYR
bank,A,z,US36202KR490,89071.94543,NZD
bank,B,x,US249015B723,78796.10719,EGP
bank,C,y,AU3FN0037305,41900.93982,GBP
bank,D,z,CND100011PN5,92743.95202,HUF
bank,A,x,US850272N923,54955.56063,DOP
bank,B,y,LU0122273880,2240.541931,GBP
bank,C,z,BG1100085072,9051.548367,INR
bank,D,x,DE000A1RQDM5,69565.30159,USD
bank,A,y,USU0253TAD91,15517.47932,RSD
bank,B,z,US31283HL379,8686.885092,CAD
bank,C,x,IE00B9GCTJ47,25485.45506,UYU
bank,D,y,US312942F424,80290.61127,ZAR
bank,A,z,US2764861074,19599.18417,MYR
bank,B,x,TH0870010004,23467.40013,BRL
bank,C,y,GB00BZ0RS454,37915.31497,BHD
bank,D,z,US63861VAC19,94399.57641,RSD
bank,A,x,NGFG6B2029S2,10205.75902,MAD
bank,B,y,LU1080014704,95791.04406,AUD
bank,C,z,US44422PBE16,41517.16058,AED
bank,D,x,US437076BS00,24852.38118,HRK
bank,A,y,US38374VQ510,14825.18057,SGD
bank,B,z,JP2011002967,10790.05619,ARS
bank,C,x,US007036SE72,20630.50349,MYR
bank,D,y,US519442FQ59,7892.363632,GHS
bank,A,z,US3137BKLZ17,41962.78292,SAR
bank,B,x,US421020ZC50,89090.03715,BDT
bank,C,y,US6457918L18,3598.450743,DOP
bank,D,z,ZAG000132218,56465.64443,IDR
bank,A,x,IE00BF4J0K77,69594.86764,RON
bank,B,y,US31418XNG96,45106.13364,OMR
bank,C,z,US46613CMT98,55336.70449,KWD
bank,D,x,US22906C1027,42689.12541,CZK
bank,A,y,XS1588576345,75319.04946,SGD
bank,B,z,CL0002430123,64589.33174,PEN
bank,C,x,US70914PM331,88335.02416,SAR
bank,D,y,CNE0000018W8,21672.02413,NGN
bank,A,z,US46645LBD82,15766.4077,BRL
bank,B,x,US361448BB85,8986.60079,LKR
bank,C,y,BRUPKPACNOR8,12633.19008,EGP
bank,D,z,US3137AAFR91,6382.357984,NOK
bank,A,x,US3138XYBZ65,62985.14995,GHS
bank,B,y,US61749LBM28,48734.11246,SGD
bank,C,z,US3138WTKD76,85087.314,PKR
bank,D,x,KR7097780001,16569.31005,NGN
bank,A,y,DE000CD6HPF1,80733.31342,AUD
bank,B,z,US655867QK84,48620.25075,CNY
bank,C,x,US3138EMUN97,3813.989592,BGN
bank,D,y,US3136ADN399,8056.196428,HKD
bank,A,z,NO0010790074,51212.82213,MYR
bank,B,x,GB00BDRZP819,38305.03579,CHF
bank,C,y,US67760ADE38,31726.38738,INR
bank,D,z,SA000A0MLUH9,35055.03403,CHF
bank,A,x,US658256X499,5733.146444,USD
bank,B,y,US03072ST214,89004.80863,EUR
bank,C,z,US36189MNC81,50156.38923,GBP
bank,D,x,CNE000001NG4,52777.93458,DOP
bank,A,y,GB00B826H339,38159.19936,MUR
bank,B,z,KR101501D827,62657.09073,ILS
bank,C,x,US31385C3A91,96349.27006,JOD
bank,D,y,IT0005338675,46758.05584,COP
bank,A,z,TH0784010Z09,53408.83085,ZAR
bank,B,x,IE00BWZN1Z90,76677.76812,SGD
bank,C,y,US9128334T44,19298.50236,UYU
bank,D,z,US31417GZW94,68181.19256,ILS
bank,A,x,US31369RZA12,95077.79684,USD
bank,B,y,US449669AK64,69808.73769,INR
bank,C,z,CA4433003064,98586.7662,HKD
bank,D,x,US407287MF59,49840.76778,PEN
bank,A,y,USY8137FAN88,66223.83396,USD
bank,B,z,US88059EU282,76246.8285,INR
bank,C,x,US847113CB11,40708.14994,ZAR
bank,D,y,CH0419041600,26418.74408,RON
bank,A,z,US54589TFB35,31766.58282,PKR
bank,B,x,SE0011178219,22433.08524,RSD
bank,C,y,XS1980255779,51293.00191,CHF
bank,D,z,US67756DNK80,20143.14695,RON
bank,A,x,LU0900381764,9840.526119,VND
bank,B,y,US574218NF67,77781.26942,HUF
bank,C,z,US587839YC92,32232.3789,TWD
bank,D,x,AT0000A07FS1,37229.20047,KES
bank,A,y,US36251XBK28,53351.60393,LKR
bank,B,z,US25156PBA03,75199.24954,GBP
bank,C,x,US22541S5T10,22961.71905,HUF
bank,D,y,US36213EPU46,67497.97219,THB
bank,A,z,US771588SG65,29002.08495,PHP
bank,B,x,US36225ACY47,51227.52807,BDT
bank,C,y,US31397F6H08,67222.27312,DKK
bank,D,z,US392274V521,44089.10059,BWP
bank,A,x,US78464A4094,48243.12338,KRW
bank,B,y,US655867JH39,72712.16106,PKR
bank,C,z,CND10000LN64,90698.30567,AED
bank,D,x,US74251T3398,83906.03929,LKR
bank,A,y,US16949Y1055,81560.44344,JOD
bank,B,z,CA8840992017,81912.1465,CHF
bank,C,x,FR0011942283,66996.60842,PKR
bank,D,y,IE0003864109,28733.42556,JPY
bank,A,z,FR0011516848,93631.94387,SEK
bank,B,x,XS1822557697,17578.89525,BDT
bank,C,y,US12669FBP71,95209.53686,JOD
bank,D,z,US36225BEY02,77854.57348,PKR
bank,A,x,XS0294895999,5457.304019,PKR
bank,B,y,LU1495640713,18385.49712,BHD
bank,C,z,CA66975ZAL81,42219.88493,CNY
bank,D,x,US088833PM47,25548.07297,PHP
bank,A,y,US59173LAA89,94198.25632,EUR
bank,B,z,US96145DAH89,17678.31529,CHF
bank,C,x,US196632PE74,70758.33709,EGP
bank,D,y,SE0005619954,55312.13812,EGP
bank,A,z,US00442VAA52,10055.16946,VND
bank,B,x,US79765R2X65,44547.89187,CZK
bank,C,y,RU0009843056,19364.03163,NZD
bank,D,z,US126694JT69,7573.870342,EUR
bank,A,x,FR0007437124,12353.03478,DKK
bank,B,y,US56781RFZ55,23861.52612,LKR
bank,C,z,US928075FU92,78697.11374,HUF
bank,D,x,BMG8508Q1050,54415.97163,KRW
bank,A,y,TN0007400013,61097.04626,ZAR
bank,B,z,DK0009381733,38556.89223,NZD
bank,C,x,US3132QNKM00,5866.988007,EUR
bank,D,y,US575832TX88,33804.98352,TWD
bank,A,z,US01F0524177,9159.091791,DOP
bank,B,x,US3138Y1EQ47,35522.66054,NOK
bank,C,y,LU1417812515,59217.52386,EUR
bank,D,z,US31415BMA43,61748.85279,MXN
bank,A,x,US31400DW730,36324.36868,MUR
bank,B,y,US717813RM35,51733.60869,PEN
bank,C,z,US3140ECLF47,20431.3859,THB
bank,D,x,US0865161014,10613.51612,QAR
bank,A,y,USU3486RAA24,65166.21961,BHD
bank,B,z,DE000DF9N2P7,53369.99609,EUR
bank,C,x,VNBVBS170630,51955.17466,CAD
bank,D,y,MYBDT0804817,46485.61641,VND
bank,A,z,US513075BM21,34439.39944,RSD
bank,B,x,US29273B1044,557.814294,RUB
bank,C,y,US31296TNR13,95619.54849,PEN
bank,D,z,FR0010149211,51010.17944,MXN
bank,A,x,VN000000NTH2,55403.32508,MAD
bank,B,y,US07331QAD97,43903.93907,JOD
bank,C,z,US281397AQ23,18723.66185,ZAR
bank,D,x,AU0000XINEJ2,22104.37965,VND
bank,A,y,US31287XY750,74931.00763,TWD
bank,B,z,SA0007879410,90345.98678,AUD
bank,C,x,CA639832AA25,8801.867081,UYU
bank,D,y,US36202XLL90,28976.82762,ILS
bank,A,z,CND100009PY6,22406.72506,KES
bank,B,x,US874476JU99,53474.27779,BRL
bank,C,y,LT0000610065,45398.2522,KRW
bank,D,z,US798186YX40,80875.98996,MYR
bank,A,x,US717081EX73,16205.40854,PKR
bank,B,y,US8606304090,43198.54866,SGD
bank,C,z,US362762LE45,80547.35675,TWD
bank,D,x,US10544RAR30,93111.72187,OMR
bank,A,y,US36241KBH05,47624.59423,CZK
bank,B,z,US94984DAB01,12762.35884,AUD
bank,C,x,US3132HQK680,73679.19297,ILS
bank,D,y,US36225AC817,34603.19841,LKR
bank,A,z,US77587UAG76,89440.59944,CZK
bank,B,x,JP3204800001,4790.068986,COP
bank,C,y,US31397NCG88,76450.80903,NZD
bank,D,z,FR0013270527,21774.90132,DOP
bank,A,x,XS1725341041,97365.28783,NGN
bank,B,y,US694308GY78,46308.54235,TRY
bank,C,z,US167486SS99,62780.40748,ZAR
bank,D,x,INE061F01013,19496.62451,SAR
bank,A,y,FI4000024716,48537.30878,DKK
bank,B,z,US3138YKCH46,28527.44954,PKR
bank,C,x,US86358EKH89,39145.77309,NZD
bank,D,y,US3128K26A23,73381.57301,ILS
bank,A,z,US12765KAB17,78375.77693,PHP
bank,B,x,US907818EW48,27018.23186,PEN
bank,C,y,US54810C5X42,62435.88179,BRL
bank,D,z,AU000000IHL8,39169.87724,RUB
bank,A,x,LBCL16016704,13420.79842,GHS
bank,B,y,LI0035716666,69740.67547,EGP
bank,C,z,INE974H01013,52533.49972,DKK
bank,D,x,XS1708452344,41651.87767,PKR
bank,A,y,SE0012257442,86230.56189,CAD
bank,B,z,US454889AQ96,78216.93426,BWP
bank,C,x,US36202DJB82,51410.09711,USD
bank,D,y,US005824KC07,92838.18014,ARS
bank,A,z,US38378NG980,93490.27798,EUR
bank,B,x,LU1421306025,20384.62082,RUB
bank,C,y,US550697WL68,74518.46427,PEN
bank,D,z,ES00000126F3,17774.99575,AUD
bank,A,x,US611530AN63,18478.35224,PLN
bank,B,y,CA689551FG93,53266.80999,SGD
bank,C,z,LU0229495352,98753.68428,JOD
bank,D,x,DK0060609949,17654.99342,VND
bank,A,y,GB00BTLX1H48,43414.67892,JOD
bank,B,z,MYL7018OO004,66869.70946,SGD
bank,C,x,LU0107105024,15659.84931,EGP
bank,D,y,US64972GCM42,60655.87286,GBP
bank,A,z,US3138EQN407,82329.28249,NZD
bank,B,x,US87600V1026,22108.25564,ZAR
bank,C,y,US31418WLG32,24311.49826,HKD
bank,D,z,FR0000288946,59039.9261,QAR
bank,A,x,US67590ABF84,56987.07723,CNY
bank,B,y,US36176XKJ71,68862.41147,MYR
bank,C,z,XS0263551177,55671.27799,MAD
bank,D,x,US3128M1QK86,97065.82453,HKD
bank,A,y,US31398C3U09,96959.18248,NZD
bank,B,z,US3620A7WB76,50462.36588,DKK
bank,C,x,SG1AJ1000006,96502.85344,ILS
bank,D,y,US7595091023,98138.13359,DKK
bank,A,z,XS1346201616,28843.98301,DKK
bank,B,x,US3137BJHG19,440.1838192,TRY
bank,C,y,RU000A0JNHK2,12685.06275,KWD
bank,D,z,LU1349491636,35568.23892,VND
bank,A,x,MA0000090961,38451.0314,PHP
bank,B,y,CH0307256427,58211.98848,CLP
bank,C,z,LU0784383399,56151.0379,BRL
bank,D,x,GB00B2Q46G71,98087.63657,AUD
bank,A,y,US98625UAW27,79966.47462,ARS
bank,B,z,US882723RF84,6698.60512,EUR
pensionfund,C,x,US912810RX81,6674.789304,MUR
pensionfund,D,y,ES0116870314,59349.44665,NGN
pensionfund,A,z,JP2270002G95,63383.04014,AUD
pensionfund,B,x,US413890ES93,56620.69262,AUD
pensionfund,C,y,US60416H4J06,78909.13749,JPY
pensionfund,D,z,US84019RGQ02,13142.23443,KWD
pensionfund,A,x,US31293JJH32,99613.07401,BHD
pensionfund,B,y,US38375AKV51,55289.51836,RUB
pensionfund,C,z,GB00B76V7S22,35608.00268,BDT
pensionfund,D,x,CH0016431675,29491.80349,PEN
pensionfund,A,y,US3128LXE978,11385.39347,JPY
pensionfund,B,z,LU2169797706,13505.88944,GBP
pensionfund,C,x,US57429NBL55,34755.14553,AED
pensionfund,D,y,GB0032033127,28625.14281,JOD
pensionfund,A,z,US240523XZ85,91692.45123,BRL
pensionfund,B,x,LU0592217524,68043.7488,USD
pensionfund,C,y,US45471CAZ14,6000.561147,NOK
pensionfund,D,z,US53944YAA10,94789.58542,BWP
pensionfund,A,x,LU0908637118,78534.35701,PKR
pensionfund,B,y,US3138LESY81,96203.49075,CHF
pensionfund,C,z,US071474CR96,65754.41831,BWP
pensionfund,D,x,JP3173560008,46366.8596,ILS
pensionfund,A,y,US3038208G23,60122.94824,HRK
pensionfund,B,z,LU0952011483,28711.85428,GBP
pensionfund,C,x,US31410QJU67,88252.68387,ZMW
pensionfund,D,y,FR0010377028,45308.32045,RUB
pensionfund,A,z,XS1834756063,82029.77546,CZK
pensionfund,B,x,BE6252762453,56464.40932,HRK
pensionfund,C,y,LU0346388704,51908.34255,CHF
pensionfund,D,z,US3138LHTU81,39315.32461,GHS
pensionfund,A,x,ROVESYACNOR8,34472.28858,SAR
pensionfund,B,y,US92939GAG29,87491.33618,NZD
pensionfund,C,z,LU0659654379,69737.69037,KWD
pensionfund,D,x,US38378XLE93,46245.38352,PKR
pensionfund,A,y,US61745ML842,51351.33571,ILS
pensionfund,B,z,KR6029883719,10884.98815,JOD
pensionfund,C,x,INE636F07159,62519.71558,JPY
pensionfund,D,y,FR0012382786,74361.51266,HKD
pensionfund,A,z,XS0809424517,65553.14617,BGN
pensionfund,B,x,US93974DRJ99,32400.97003,MUR
pensionfund,C,y,US091779HK72,82715.89622,DKK
pensionfund,D,z,FR0013217346,74007.50716,RON
pensionfund,A,x,CNE100003JH5,66542.28697,KWD
pensionfund,B,y,XS1684269761,76924.13543,CAD
pensionfund,C,z,US59261ACD72,85689.64566,COP
pensionfund,D,x,US58470H1014,20196.28413,AED
pensionfund,A,y,US837151KM04,49484.77976,PHP
pensionfund,B,z,CNE0000013Z2,85872.74326,BGN
pensionfund,C,x,ZAE000000238,86638.8881,CLP
pensionfund,D,y,DE0008492596,39314.67658,EGP
pensionfund,A,z,US12632QAE35,81977.20995,GHS
pensionfund,B,x,US172987AD17,62194.58498,MXN
pensionfund,C,y,US31406MLG95,38653.27897,BWP
pensionfund,D,z,US3138LGK219,5018.031711,KRW
pensionfund,A,x,US91412GU945,91286.92322,JPY
pensionfund,B,y,US94983UAB35,88962.10077,NGN
pensionfund,C,z,US3137BUAB40,21412.14151,INR
pensionfund,D,x,NL0011336805,12927.73119,CLP
pensionfund,A,y,CLP3710E1074,27555.79784,GBP
pensionfund,B,z,US3136ALD658,5477.737988,NZD
pensionfund,C,x,US36174X2009,88715.74809,SGD
pensionfund,D,y,US74529JFS96,21060.98725,AED
pensionfund,A,z,LV0000400828,15424.01382,GHS
pensionfund,B,x,TW0002611001,76115.07883,CNY
pensionfund,C,y,TW0006457005,66019.86298,THB
pensionfund,D,z,DE000A2TSS82,86928.66815,KRW
