MarketValue,Currency,ISIN
295002,CHF,JP3676800000
155141,CHF,JP3677200002
213233,CHF,JP3678000005
427184,CHF,JP3678800008
110045,CHF,JP3679850002
113128,CHF,JP3681000000
777380,CHF,JP3684000007
145019,CHF,JP3684400009
92406,CHF,JP3686800008
95805,CHF,JP3687200000
660897,CHF,JP3689050007
41594,CHF,JP3689100000
644555,CHF,JP3689500001
62182,CHF,JP3690400001
249927,CHF,JP3694400007
391906,CHF,JP3695200000
174896,CHF,JP3695600001
60852,CHF,JP3697600009
238766,CHF,JP3699400002
182320,CHF,JP3700200003
157894,CHF,JP3701000006
56136,CHF,JP3701200002
2109811,CHF,JP3705200008
154155,CHF,JP3705600009
288888,CHF,JP3706800004
32383,CHF,JP3707200006
185959,CHF,JP3709600005
494598,CHF,JP3711200000
255290,CHF,JP3711600001
58856,CHF,JP3712000003
205070,CHF,JP3712600000
64926,CHF,JP3713200008
93956,CHF,JP3714400003
217809,CHF,JP3715200006
113259,CHF,JP3716000009
337530,CHF,JP3717600005
240520,CHF,JP3718800000
98834,CHF,JP3720600000
495302,CHF,JP3720800006
157604,CHF,JP3721400004
232179,CHF,JP3721600009
103905,CHF,JP3723000000
108864,CHF,JP3725200004
258041,CHF,JP3725400000
124172,CHF,JP3726200003
6210834,CHF,JP3726800000
427455,CHF,JP3729000004
391743,CHF,JP3729400006
3343558,CHF,JP3732000009
3161870,CHF,JP3733000008
240779,CHF,JP3733400000
2641555,CHF,JP3734800000
171839,CHF,JP3735000006
6873450,CHF,JP3735400008
137058,CHF,JP3736200001
269196,CHF,JP3738600000
60235,CHF,JP3739400004
240268,CHF,JP3742600004
987581,CHF,JP3743000006
84204,CHF,JP3744200001
149846,CHF,JP3744600002
647439,CHF,JP3749400002
174095,CHF,JP3750200002
1728738,CHF,JP3750500005
3621193,CHF,JP3752900005
420093,CHF,JP3753000003
312224,CHF,JP3753400005
302133,CHF,JP3754200008
109088,CHF,JP3754500001
429398,CHF,JP3755200007
2151533,CHF,JP3756100008
310086,CHF,JP3756200006
4058999,CHF,JP3756600007
45497,CHF,JP3758140002
548464,CHF,JP3758190007
284119,CHF,JP3758200004
130316,CHF,JP3760450001
118039,CHF,JP3761600000
165949,CHF,JP3762400004
1446425,CHF,JP3762600009
628358,CHF,JP3762800005
253463,CHF,JP3762900003
70892,CHF,JP3763000001
272359,CHF,JP3765150002
100566,CHF,JP3765180009
285831,CHF,JP3765400001
351609,CHF,JP3766550002
221401,CHF,JP3767810009
536091,CHF,JP3768600003
227017,CHF,JP3769000005
89444,CHF,JP3771150004
516681,CHF,JP3771800004
88268,CHF,JP3772400002
1304163,CHF,JP3774200004
148692,CHF,JP3774600005
143559,CHF,JP3777800008
116100,CHF,JP3778400006
1663260,CHF,JP3778630008
635412,CHF,JP3780100008
98230,CHF,JP3780400002
165415,CHF,JP3780610006
126235,CHF,JP3781620004
224117,CHF,JP3782200004
57562,CHF,JP3783200003
1065895,CHF,JP3783420007
3713693,CHF,JP3783600004
239596,CHF,JP3784600003
399747,CHF,JP3785000005
304916,CHF,JP3786200000
210358,CHF,JP3786600001
301345,CHF,JP3787000003
9133082,CHF,JP3788600009
101323,CHF,JP3789000001
180839,CHF,JP3791200003
93442,CHF,JP3791800000
271379,CHF,JP3792600003
121864,CHF,JP3793800008
67551,CHF,JP3794200000
56698,CHF,JP3795300007
189131,CHF,JP3797000001
369293,CHF,JP3799000009
112094,CHF,JP3799700004
184301,CHF,JP3800390001
368490,CHF,JP3801600002
3681869,CHF,JP3802300008
3195137,CHF,JP3802400006
654455,CHF,JP3802600001
290611,CHF,JP3802670004
62573,CHF,JP3802720007
41808,CHF,JP3802950000
523310,CHF,JP3805010000
87679,CHF,JP3805150004
167099,CHF,JP3806800003
22529,CHF,JP3807770007
170231,CHF,JP3809200003
139294,CHF,JP3810400006
146200,CHF,JP3811000003
107260,CHF,JP3813200007
138177,CHF,JP3813800004
4462886,CHF,JP3814000000
2097186,CHF,JP3814800003
190977,CHF,JP3816400000
150409,CHF,JP3816600005
2394384,CHF,JP3818000006
203772,CHF,JP3818400008
172785,CHF,JP3818800009
352363,CHF,JP3820000002
96127,CHF,JP3821000001
155395,CHF,JP3822000000
95453,CHF,JP3824400000
123799,CHF,JP3825800000
151042,CHF,JP3826270005
52827,CHF,JP3826800009
80130,CHF,JP3826900007
248764,CHF,JP3827200001
91004,CHF,JP3827800008
54595,CHF,JP3829900004
908647,CHF,JP3830000000
3181307,CHF,JP3830800003
121838,CHF,JP3831490002
81382,CHF,JP3833200003
78687,CHF,JP3833300001
64639,CHF,JP3833600004
148200,CHF,JP3833620002
187399,CHF,JP3834200002
101446,CHF,JP3834400008
149697,CHF,JP3834800009
37250,CHF,JP3835100003
109385,CHF,JP3835250006
42744,CHF,JP3835500004
174140,CHF,JP3835620000
231687,CHF,JP3835630009
56464,CHF,JP3835650007
84222,CHF,JP3835700000
101152,CHF,JP3835760004
23559,CHF,JP3836400006
389211,CHF,JP3836750004
3996769,CHF,JP3837800006
89319,CHF,JP3840800001
113275,CHF,JP3841800000
199139,CHF,JP3842400008
117231,CHF,JP3843400007
182284,CHF,JP3845400005
624876,CHF,JP3845770001
122265,CHF,JP3845800006
120898,CHF,JP3850200001
86699,CHF,JP3851400006
352696,CHF,JP3853000002
7800947,CHF,JP3854600008
205553,CHF,JP3855900001
88713,CHF,JP3856000009
174314,CHF,JP3861200008
66136,CHF,JP3861250003
233502,CHF,JP3861600009
657457,CHF,JP3862400003
161031,CHF,JP3862800004
135617,CHF,JP3862960006
58007,CHF,JP3863030007
110346,CHF,JP3863800003
1762865,CHF,JP3866800000
804522,CHF,JP3868400007
396228,CHF,JP3869010003
29695,CHF,JP3869200000
267743,CHF,JP3869920003
112700,CHF,JP3869960009
65670,CHF,JP3869970008
264693,CHF,JP3870000001
389192,CHF,JP3870400003
137222,CHF,JP3871200006
50006,CHF,JP3874800000
89273,CHF,JP3876400007
156901,CHF,JP3876600002
2567207,CHF,JP3877600001
83215,CHF,JP3879250003
160389,CHF,JP3879400004
406319,CHF,JP3880800002
125424,CHF,JP3882750007
606360,CHF,JP3885400006
6419722,CHF,JP3885780001
87862,CHF,JP3888250002
377307,CHF,JP3888300005
192802,CHF,JP3888400003
115993,CHF,JP3889200006
1914078,CHF,JP3890310000
7509450,CHF,JP3890350006
99265,CHF,JP3891200002
91992,CHF,JP3891600003
1659837,CHF,JP3892100003
1836332,CHF,JP3893200000
6176562,CHF,JP3893600001
44968,CHF,JP3894400005
247957,CHF,JP3894900004
90492,CHF,JP3895600009
402603,CHF,JP3896800004
1867844,CHF,JP3897700005
7734523,CHF,JP3898400001
1902645,CHF,JP3899600005
345254,CHF,JP3899800001
2480659,CHF,JP3900000005
233388,CHF,JP3902000003
2108024,CHF,JP3902400005
9468896,CHF,JP3902900004
551753,CHF,JP3903000002
78890,CHF,JP3904000001
64011,CHF,JP3905200006
667455,CHF,JP3906000009
75465,CHF,JP3908000007
183891,CHF,JP3910620008
198883,CHF,JP3910650005
4004473,CHF,JP3910660004
105536,CHF,JP3910700008
110111,CHF,JP3912700006
90700,CHF,JP3912800004
2993915,CHF,JP3914400001
1219972,CHF,JP3918000005
42614,CHF,JP3918200001
235639,CHF,JP3919200000
161859,CHF,JP3919800007
55163,CHF,JP3920860008
40726,CHF,JP3921230003
179565,CHF,JP3921270009
143388,CHF,JP3921290007
123580,CHF,JP3922400001
157181,CHF,JP3922800002
67845,CHF,JP3922930007
291709,CHF,JP3922950005
237929,CHF,JP3924800000
92641,CHF,JP3925600003
270808,CHF,JP3926400007
226015,CHF,JP3926800008
29431,CHF,JP3930050004
149162,CHF,JP3930200005
588670,CHF,JP3931600005
772825,CHF,JP3932000007
150164,CHF,JP3932950003
1535381,CHF,JP3933800009
64918,CHF,JP3934800008
192916,CHF,JP3935300008
649528,CHF,JP3935600001
107327,CHF,JP3936800006
475559,CHF,JP3937200008
1961194,CHF,JP3939000000
446641,CHF,JP3940000007
149039,CHF,JP3940400009
77147,CHF,JP3942000005
3764095,CHF,JP3942400007
676657,CHF,JP3942600002
653674,CHF,JP3942800008
80993,CHF,JP3943000004
373705,CHF,JP3944130008
61500,CHF,JP3944360001
96282,CHF,JP3944370000
124774,CHF,JP3945200008
1812265,CHF,JP3946750001
137671,CHF,JP3947800003
101874,CHF,JP3949400000
76211,CHF,JP3949450005
87947,CHF,JP3949500007
1999267,CHF,JP3951600000
94806,CHF,JP3952550006
37156,CHF,JP3952870008
57829,CHF,JP3954200006
337167,CHF,JP3955000009
96426,CHF,JP3955200005
358879,CHF,JP3955800002
81977,CHF,JP3957000007
237896,CHF,JP3958000006
66822,CHF,JP3960000002
700191,CHF,JP3965400009
110091,CHF,JP3965800000
250512,CHF,JP3966750006
82960,CHF,JP3966800009
60226,CHF,JP3967180005
796100,CHF,JP3967200001
143896,CHF,JP3968600001
4316393,CHF,JP3970300004
63242,CHF,JP3970600007
1771787,CHF,JP3973400009
60878,CHF,JP3974300000
211571,CHF,JP3974450003
100594,CHF,JP3975000005
90652,CHF,JP3975400007
66162,CHF,JP3975800008
476003,CHF,JP3976300008
36159,CHF,JP3976600001
114518,CHF,JP3977000003
126308,CHF,JP3977200009
622811,CHF,JP3977400005
535058,CHF,JP3979200007
193959,CHF,JP3981400009
1606752,CHF,JP3982100004
62160,CHF,JP3982200002
384578,CHF,JP3982400008
1080181,CHF,JP3982800009
52447,CHF,JP3983450002
103526,CHF,JP3983600002
55896,CHF,JP3984200000
86321,CHF,JP3990210001
177957,CHF,JP3992400006
92785,CHF,JP3993400005
566956,CHF,KR7000060004
82975,CHF,KR7000070003
645128,CHF,KR7000080002
1206216,CHF,KR7000100008
823121,CHF,KR7000120006
1606079,CHF,KR7000210005
273495,CHF,KR7000240002
329694,CHF,KR7000250001
14023566,CHF,KR7000270009
43592,CHF,KR7000370007
38081,CHF,KR7000400002
273375,CHF,KR7000640003
25592565,CHF,KR7000660001
73452,CHF,KR7000670000
1455115,CHF,KR7000720003
3856451,CHF,KR7000810002
698130,CHF,KR7000990002
624049,CHF,KR7001040005
252614,CHF,KR7001060003
326268,CHF,KR7001120005
231020,CHF,KR7001230002
55190,CHF,KR7001430008
724182,CHF,KR7001450006
59872,CHF,KR7001520006
74001,CHF,KR7001630003
361138,CHF,KR7001680008
58671,CHF,KR7001720002
597567,CHF,KR7001740000
355583,CHF,KR7001800002
258249,CHF,KR7001820000
30802,CHF,KR7002020006
169243,CHF,KR7002210003
36291,CHF,KR7002240000
180520,CHF,KR7002270007
69307,CHF,KR7002320000
94798,CHF,KR7002350007
650692,CHF,KR7002380004
53124,CHF,KR7002390003
519365,CHF,KR7002790004
64641,CHF,KR7002960003
60935,CHF,KR7002990000
367988,CHF,KR7003000007
204587,CHF,KR7003090008
62087,CHF,KR7003220001
109303,CHF,KR7003230000
335508,CHF,KR7003240009
196430,CHF,KR7003380003
81113,CHF,KR7003470002
341237,CHF,KR7003490000
386925,CHF,KR7003520004
61303,CHF,KR7003530003
342916,CHF,KR7003540002
92823,CHF,KR7003541000
3430555,CHF,KR7003550001
24469,CHF,KR7003620002
267643,CHF,KR7003670007
674122,CHF,KR7003690005
318698,CHF,KR7003850005
43794,CHF,KR7003920006
536508,CHF,KR7004000006
2552925,CHF,KR7004020004
1006934,CHF,KR7004170007
536482,CHF,KR7004370003
193658,CHF,KR7004430005
264950,CHF,KR7004490009
209508,CHF,KR7004690004
574979,CHF,KR7004800009
577867,CHF,KR7004990008
263811,CHF,KR7005180005
375582,CHF,KR7005250006
407260,CHF,KR7005290002
364815,CHF,KR7005300009
17296535,CHF,KR7005380001
2581745,CHF,KR7005381009
3860605,CHF,KR7005382007
367621,CHF,KR7005440003
16200451,CHF,KR7005490008
66812,CHF,KR7005500004
54032,CHF,KR7005610001
289695,CHF,KR7005690003
40143,CHF,KR7005720008
2150818,CHF,KR7005830005
76202,CHF,KR7005850003
81311,CHF,KR7005880000
109900047,CHF,KR7005930003
16050814,CHF,KR7005931001
393299,CHF,KR7005940002
236427,CHF,KR7006040000
387875,CHF,KR7006060008
243622,CHF,KR7006120000
590332,CHF,KR7006260004
632628,CHF,KR7006280002
1072719,CHF,KR7006360002
3233161,CHF,KR7006400006
86287,CHF,KR7006490007
354001,CHF,KR7006650006
73840,CHF,KR7006730006
1443243,CHF,KR7006800007
46674,CHF,KR7006840003
1077935,CHF,KR7007070006
154012,CHF,KR7007310006
30204,CHF,KR7007340003
216211,CHF,KR7007390008
82607,CHF,KR7007460009
265106,CHF,KR7007570005
461881,CHF,KR7007700008
462128,CHF,KR7008060006
58150,CHF,KR7008350001
62454,CHF,KR7008490005
292807,CHF,KR7008560005
35661,CHF,KR7008730004
599657,CHF,KR7008770000
1543021,CHF,KR7009150004
425258,CHF,KR7009240003
62588,CHF,KR7009290008
290353,CHF,KR7009410002
666486,CHF,KR7009420001
77416,CHF,KR7009450008
1044732,CHF,KR7009540006
24750,CHF,KR7009580002
1790789,CHF,KR7009830001
83102,CHF,KR7009970005
48072,CHF,KR7010050003
698259,CHF,KR7010060002
555168,CHF,KR7010120004
803560,CHF,KR7010130003
706712,CHF,KR7010140002
53053,CHF,KR7010170009
711853,CHF,KR7010620003
328714,CHF,KR7010780005
1407418,CHF,KR7010950004
786721,CHF,KR7011070000
3035752,CHF,KR7011170008
591455,CHF,KR7011200003
606478,CHF,KR7011210002
151432,CHF,KR7011690005
796124,CHF,KR7011780004
758179,CHF,KR7011790003
15672993,CHF,KR7012330007
882936,CHF,KR7012450003
1089000,CHF,KR7012510004
281920,CHF,KR7012630000
2676015,CHF,KR7012750006
50209,CHF,KR7013030002
49704,CHF,KR7013120001
689123,CHF,KR7014680003
29960,CHF,KR7014820005
68466,CHF,KR7014830004
52464,CHF,KR7015750003
6947323,CHF,KR7015760002
1060633,CHF,KR7016360000
54931,CHF,KR7016580003
7746348,CHF,KR7017670001
762582,CHF,KR7017800004
46347,CHF,KR7017810003
57269,CHF,KR7017940008
51414,CHF,KR7018250001
1416754,CHF,KR7018260000
320762,CHF,KR7018670000
441762,CHF,KR7018880005
39659,CHF,KR7019210004
46527,CHF,KR7019680008
339158,CHF,KR7020000006
636785,CHF,KR7020150009
410649,CHF,KR7020560009
1832457,CHF,KR7021240007
78855,CHF,KR7022100002
60971,CHF,KR7023410004
2083476,CHF,KR7023530009
314199,CHF,KR7023590003
2278231,CHF,KR7024110009
56174,CHF,KR7024720005
64684,CHF,KR7025540006
26675,CHF,KR7025770009
53097,CHF,KR7025860008
270649,CHF,KR7025980004
336112,CHF,KR7026960005
50544,CHF,KR7027410000
715204,CHF,KR7028050003
353007,CHF,KR7028150001
2012375,CHF,KR7028260008
846947,CHF,KR7028300002
284593,CHF,KR7028670008
55215,CHF,KR7029530003
432269,CHF,KR7029780004
49224,CHF,KR7029960002
581672,CHF,KR7030000004
333025,CHF,KR7030190003
236743,CHF,KR7030520001
56047,CHF,KR7030530000
42840,CHF,KR7030610000
76229,CHF,KR7031390008
406744,CHF,KR7031430002
36202,CHF,KR7031440001
31914,CHF,KR7032190001
56003,CHF,KR7032350001
244194,CHF,KR7032500001
1434307,CHF,KR7032640005
1848015,CHF,KR7032830002
279806,CHF,KR7033180001
48047,CHF,KR7033270000
36341,CHF,KR7033290008
123689,CHF,KR7033640004
12635080,CHF,KR7033780008
35467,CHF,KR7033920000
458961,CHF,KR7034020008
1768419,CHF,KR7034220004
619201,CHF,KR7034230003
132042,CHF,KR7034310003
3820150,CHF,KR7034730002
237870,CHF,KR7034830000
2585249,CHF,KR7035250000
7275113,CHF,KR7035420009
83986,CHF,KR7035600006
1972078,CHF,KR7035720002
375530,CHF,KR7035760008
171675,CHF,KR7035810001
405692,CHF,KR7035900000
48968,CHF,KR7036420008
748571,CHF,KR7036460004
645853,CHF,KR7036490001
90098,CHF,KR7036540003
3619508,CHF,KR7036570000
33306,CHF,KR7036630002
552283,CHF,KR7036830008
239531,CHF,KR7036930006
40355,CHF,KR7037560000
38584,CHF,KR7038500005
228749,CHF,KR7038540001
641296,CHF,KR7039030002
369949,CHF,KR7039130000
371192,CHF,KR7039200001
708761,CHF,KR7039490008
335614,CHF,KR7039840004
549070,CHF,KR7041510009
71569,CHF,KR7041830001
407297,CHF,KR7041960006
238069,CHF,KR7042000000
192694,CHF,KR7042660001
509764,CHF,KR7042670000
60202,CHF,KR7042700005
64036,CHF,KR7043150002
60989,CHF,KR7044340008
94814,CHF,KR7045390002
430563,CHF,KR7046890000
400117,CHF,KR7047040001
357384,CHF,KR7047050000
597376,CHF,KR7047810007
339321,CHF,KR7048260004
279212,CHF,KR7048410005
238954,CHF,KR7048530000
204758,CHF,KR7049770001
36919,CHF,KR7049950009
45365,CHF,KR7051500007
560902,CHF,KR7051600005
2630234,CHF,KR7051900009
684330,CHF,KR7051901007
3202788,CHF,KR7051910008
710978,CHF,KR7051911006
73039,CHF,KR7052020005
86546,CHF,KR7052690005
166064,CHF,KR7053030003
173298,CHF,KR7053210001
113477,CHF,KR7053800009
10706497,CHF,KR7055550008
548534,CHF,KR7056190002
270906,CHF,KR7057050007
471758,CHF,KR7058470006
277833,CHF,KR7058820002
89971,CHF,KR7060250008
113189,CHF,KR7060980000
484492,CHF,KR7064350002
236231,CHF,KR7064760002
94288,CHF,KR7064960008
68360,CHF,KR7065660003
6221952,CHF,KR7066570003
67363,CHF,KR7066700006
258475,CHF,KR7066970005
50836,CHF,KR7067080002
354006,CHF,KR7067160002
695302,CHF,KR7067630004
3683061,CHF,KR7068270008
396751,CHF,KR7068760008
82862,CHF,KR7069080000
281003,CHF,KR7069260008
471709,CHF,KR7069620003
1210823,CHF,KR7069960003
1301474,CHF,KR7071050009
40121,CHF,KR7071320006
185646,CHF,KR7071840003
38256,CHF,KR7072710007
324908,CHF,KR7073240004
44274,CHF,KR7078070000
319608,CHF,KR7078130002
373783,CHF,KR7078160009
678082,CHF,KR7078340007
1119842,CHF,KR7078930005
330384,CHF,KR7079160008
52305,CHF,KR7079430005
199248,CHF,KR7079440004
84824,CHF,KR7080160005
46082,CHF,KR7081000002
704612,CHF,KR7081660003
723970,CHF,KR7082270000
51922,CHF,KR7082640004
320538,CHF,KR7083790006
53332,CHF,KR7084110006
377942,CHF,KR7084990001
259056,CHF,KR7085620003
414268,CHF,KR7085660009
994206,CHF,KR7086280005
335063,CHF,KR7086450004
282954,CHF,KR7086520004
7411961,CHF,KR7086790003
254225,CHF,KR7086900008
442971,CHF,KR7088350004
64697,CHF,KR7089590004
34293,CHF,KR7089600001
1423323,CHF,KR7090430000
352435,CHF,KR7090431008
328612,CHF,KR7090460007
301857,CHF,KR7091700005
597117,CHF,KR7091990002
246925,CHF,KR7092040005
297054,CHF,KR7093050003
339723,CHF,KR7093370005
101361,CHF,KR7095610002
545584,CHF,KR7095700001
486756,CHF,KR7096530001
68251,CHF,KR7096760004
2205447,CHF,KR7096770003
139241,CHF,KR7097520001
2067787,CHF,KR7097950000
856281,CHF,KR7098460009
77731,CHF,KR7100120005
62314,CHF,KR7104830005
11108245,CHF,KR7105560007
241817,CHF,KR7105630008
58773,CHF,KR7108230004
416047,CHF,KR7108320003
235931,CHF,KR7108670001
533317,CHF,KR7111770004
197750,CHF,KR7112040001
57752,CHF,KR7112610001
420792,CHF,KR7114090004
193082,CHF,KR7115390007
435462,CHF,KR7115450009
591960,CHF,KR7120110002
82628,CHF,KR7122870009
79050,CHF,KR7122990005
55170,CHF,KR7123890006
158138,CHF,KR7126560002
471223,CHF,KR7128940004
393183,CHF,KR7138040001
46979,CHF,KR7138250006
1468324,CHF,KR7138930003
795957,CHF,KR7139130009
3182141,CHF,KR7139480008
846255,CHF,KR7140410002
301967,CHF,KR7141080002
55791,CHF,KR7144510005
715312,CHF,KR7145020004
269124,CHF,KR7145720009
45293,CHF,KR7145990008
2228252,CHF,KR7161390000
497763,CHF,KR7161890009
420898,CHF,KR7170900005
499739,CHF,KR7175330000
107290,CHF,KR7178320008
468885,CHF,KR7178920005
935551,CHF,KR7180640005
446807,CHF,KR7181710005
163251,CHF,KR7182400002
36656,CHF,KR7183190008
294687,CHF,KR7183490002
404326,CHF,KR7185750007
32360,CHF,KR7191420009
304798,CHF,KR7192080000
48533,CHF,KR7192400000
474818,CHF,KR7192820009
412856,CHF,KR7196170005
61600,CHF,KR7200130003
215859,CHF,KR7200230001
809432,CHF,KR7204320006
1714962,CHF,KR7207940008
58092,CHF,KR7208340000
62306,CHF,KR7210980009
98351,CHF,KR7213420003
252907,CHF,KR7213500002
445853,CHF,KR7214320004
242648,CHF,KR7214370009
45445,CHF,KR7214450009
104250,CHF,KR7215200007
585863,CHF,KR7215600008
307668,CHF,KR7218410009
69132,CHF,KR7230360000
56319,CHF,KR7237690003
853407,CHF,KR7240810002
347369,CHF,KR7241560002
89246,CHF,KR7241590009
234404,CHF,KR7243070000
276839,CHF,KR7247540008
49931,CHF,KR7249420001
532776,CHF,KR7251270005
59960,CHF,KR7263050007
479497,CHF,KR7263750002
110486,CHF,KR7265520007
1740027,CHF,KR7267250009
62941,CHF,KR7267260008
213788,CHF,KR7267270007
87091,CHF,KR7267980001
526507,CHF,KR7271560005
47590,CHF,KR7271980005
103125,CHF,KR7272290008
49734,CHF,KR7272450008
62051,CHF,KR7278280003
72982,CHF,KR7280360009
655008,CHF,KR7282330000
90470,CHF,KR7284740008
344585,CHF,KR7285130001
47010,CHF,KR7286940002
386002,CHF,KR7294870001
69089,CHF,KR7298000001
335715,CHF,KR7298020009
42310,CHF,KR7298040007
85510,CHF,KR7298050006
395379,CHF,KR7298380007
52791,CHF,KR7300720000
74360,CHF,KR7307950006
3428069,CHF,KR7316140003
518528,CHF,KYG011981035
513444,CHF,KYG014081064
95277,CHF,KYG017191142
65752,CHF,KYG0192S1093
257514,CHF,KYG020141019
139864,CHF,KYG037AX1015
73222,CHF,KYG039991024
4394877,CHF,KYG040111059
54620,CHF,KYG0404F1019
35803,CHF,KYG0520K1094
1126480,CHF,KYG0535Q1331
493290,CHF,KYG0539C1069
432264,CHF,KYG063181021
40543,CHF,KYG1069R1092
651301,CHF,KYG114741062
346428,CHF,KYG126521064
44889,CHF,KYG1644A1004
2157660,CHF,KYG1674K1013
48439,CHF,KYG1809X1016
299759,CHF,KYG183221004
463473,CHF,KYG190211071
95886,CHF,KYG193031096
46468,CHF,KYG1991F1081
220788,CHF,KYG1992S1093
1343861,CHF,KYG202881093
176296,CHF,KYG204791043
334584,CHF,KYG207681001
3468939,CHF,KYG2108Y1052
3722937,CHF,KYG210961051
64287,CHF,KYG210AW1064
1528263,CHF,KYG211081248
895697,CHF,KYG2110A1114
224707,CHF,KYG2110P1000
47447,CHF,KYG211231074
271475,CHF,KYG211241057
263220,CHF,KYG2112D1051
290391,CHF,KYG2112Y1098
1849258,CHF,KYG2113L1068
294032,CHF,KYG211411098
70264,CHF,KYG2114R1103
931943,CHF,KYG211501005
473455,CHF,KYG211511160
299837,CHF,KYG211641017
2277520,CHF,KYG2116J1085
46207,CHF,KYG211751071
530841,CHF,KYG2117A1067
56251,CHF,KYG2117J1316
669859,CHF,KYG2118M1096
325917,CHF,KYG2118N1079
890343,CHF,KYG211901064
436922,CHF,KYG211921021
1238875,CHF,KYG2119W1069
797058,CHF,KYG2119Z1090
313677,CHF,KYG212091048
1719623,CHF,KYG2120F1000
586831,CHF,KYG2120K1094
227160,CHF,KYG2120T1004
645683,CHF,KYG2121J1013
289195,CHF,KYG2121R1039
392654,CHF,KYG2133W1087
592951,CHF,KYG2140A1076
283982,CHF,KYG215791008
302935,CHF,KYG2157Q1029
301443,CHF,KYG215A81084
589652,CHF,KYG215AT1023
55207,CHF,KYG2161T1004
44631,CHF,KYG216231061
59139,CHF,KYG216301013
60250,CHF,KYG2163K1076
174934,CHF,KYG2163M1033
950177,CHF,KYG216771363
16446828,CHF,KYG217651051
12546029,CHF,KYG2177B1014
302816,CHF,KYG2198S1093
32635,CHF,KYG225371072
298000,CHF,KYG226921008
72678,CHF,KYG229151058
108413,CHF,KYG229721140
280665,CHF,KYG2346M1033
34450,CHF,KYG244421080
6008736,CHF,KYG245241032
1034149,CHF,KYG2453A1085
202404,CHF,KYG2524A1031
32451,CHF,KYG258851156
89605,CHF,KYG2588M1006
59683,CHF,KYG261681079
50116,CHF,KYG2687M1006
121874,CHF,KYG2701R1011
968064,CHF,KYG2743Y1061
246212,CHF,KYG2751H1020
501984,CHF,KYG2816P1072
1571869,CHF,KYG2953R1149
136979,CHF,KYG2R51A1053
221319,CHF,KYG2R55E1030
247639,CHF,KYG3040R1589
3514375,CHF,KYG3066L1014
68900,CHF,KYG312371035
404809,CHF,KYG316221061
78469,CHF,KYG3165D1097
384008,CHF,KYG3307Z1090
107311,CHF,KYG3311L1041
110240,CHF,KYG3313W1087
204751,CHF,KYG3323L1005
118918,CHF,KYG3402M1024
328968,CHF,KYG3472Y1017
286090,CHF,KYG367381053
518349,CHF,KYG368441195
155830,CHF,KYG368891068
70694,CHF,KYG3690U1058
483044,CHF,KYG3701A1067
617637,CHF,KYG371091086
377751,CHF,KYG3774X1088
2484026,CHF,KYG3777B1032
649745,CHF,KYG3808R1011
554330,CHF,KYG3825B1059
273930,CHF,KYG390101064
212297,CHF,KYG394071040
65145,CHF,KYG398141013
412653,CHF,KYG3997H1048
270994,CHF,KYG4002A1004
33795,CHF,KYG4095J1094
298245,CHF,KYG410121084
49349,CHF,KYG4134L1077
150595,CHF,KYG4231A1031
430090,CHF,KYG4232C1087
373431,CHF,KYG4290A1013
55070,CHF,KYG4364T1013
496988,CHF,KYG4387E1070
2786563,CHF,KYG4402L1510
588971,CHF,KYG4412G1010
642736,CHF,KYG451581055
60269,CHF,KYG4584R1092
333948,CHF,KYG4587S1049
91605,CHF,KYG4600E1089
9515,CHF,KYG461091079
49760,CHF,KYG4644R1074
139313,CHF,KYG4672G1064
301158,CHF,KYG476341030
659917,CHF,KYG4818G1010
73175,CHF,KYG4820C1309
54111,CHF,KYG4977H1065
70118,CHF,KYG5138B1023
56112,CHF,KYG5138W1069
360854,CHF,KYG5139G1001
259358,CHF,KYG521321003
236333,CHF,KYG5216Q1047
1166474,CHF,KYG525621408
613792,CHF,KYG525681477
687301,CHF,KYG5257K1076
552292,CHF,KYG5264Y1089
510276,CHF,KYG532241042
761104,CHF,KYG5427W1309
56304,CHF,KYG5438W1116
165054,CHF,KYG5471S1003
266651,CHF,KYG548561284
342573,CHF,KYG548721177
39819,CHF,KYG548741050
431320,CHF,KYG549581067
1445143,CHF,KYG5496K1242
170943,CHF,KYG550441045
542936,CHF,KYG555551095
6677213,CHF,KYG5635P1090
484781,CHF,KYG5636C1078
120664,CHF,KYG5727E1035
161608,CHF,KYG573611004
89573,CHF,KYG5960M1197
3851103,CHF,KYG596691041
348729,CHF,KYG5966D1051
477188,CHF,KYG608371046
56253,CHF,KYG6145R1065
1408098,CHF,KYG6145U1094
48170,CHF,KYG622681008
81009,CHF,KYG6329A1013
393882,CHF,KYG6427W1042
236021,CHF,KYG6501M1050
76042,CHF,KYG675291002
98428,CHF,KYG676931044
11319,CHF,KYG6771C1006
510224,CHF,KYG6771K1022
54586,CHF,KYG684631016
362364,CHF,KYG686121032
23071,CHF,KYG6868L1041
1052920,CHF,KYG6892A1085
303166,CHF,KYG7060F1019
30065,CHF,KYG706451096
541195,CHF,KYG711391022
53999,CHF,KYG7255W1096
498591,CHF,KYG7306T1058
374027,CHF,KYG733101318
70861,CHF,KYG7459A1013
99244,CHF,KYG748071019
635026,CHF,KYG763681023
3450397,CHF,KYG7800X1079
107615,CHF,KYG7814S1021
439422,CHF,KYG781631059
65037,CHF,KYG7853U1094
53992,CHF,KYG7T16G1039
1181020,CHF,KYG8020E1199
5915489,CHF,KYG8087W1015
1112823,CHF,KYG810431042
